"","species","latitudinal_zone","mycorrhizal_association","nitrogen_fixation_status","plant_growth_form","NA","NA"
"2741","Picramnia quaternaria","tropical","AM",0,"angiosperm",24.1041665739483,1854.16666666667
"2742","Picramnia sellowii","tropical","AM",0,"angiosperm",25.6208333969116,1142
"2743","Picramnia spruceana","tropical","AM",0,"angiosperm",25.3083333969116,3115
"2744","Picrasma chinensis","tropical","AM",0,"angiosperm",21.0083332856496,1818
"2745","Picrasma quassioides","temperate","AM",0,"angiosperm",9.83749998609225,728.5
"2746","Pilgerodendron uviferum","temperate","AM",0,"gymnosperm",7.07499998249114,2137
"2747","Pimelea linifolia","temperate","AM",0,"angiosperm",17.7173610760106,1249.66666666667
"2748","Pimelea microcephala","temperate","AM",0,"angiosperm",17.3770833677716,420.333333333333
"2750","Pinus albicaulis","temperate","ECM",0,"gymnosperm",3.75833330551783,753
"2751","Pinus aristata","temperate","ECM",0,"gymnosperm",3.75416663154546,701.666666666667
"2752","Pinus armandii","tropical","ECM",0,"gymnosperm",14.9307292067291,1166.9375
"2753","Pinus balfouriana","temperate","ECM",0,"gymnosperm",8.60416669646899,680
"2754","Pinus banksiana","boreal","ECM",0,"gymnosperm",-0.966021192622996,535.591549295775
"2755","Pinus bungeana","temperate","ECM",0,"gymnosperm",9.08124991382162,659
"2757","Pinus caribaea","tropical","ECM",0,"gymnosperm",26.654166618983,1534
"2758","Pinus cembroides","tropical","ECM",0,"gymnosperm",17.1125000715256,450
"2759","Pinus contorta","boreal","ECM",0,"gymnosperm",5.06315795312587,605.210526315789
"2760","Pinus densata","temperate","ECM",0,"gymnosperm",-1.12083333233992,779
"2761","Pinus densiflora","temperate","ECM",0,"gymnosperm",10.9103070169589,1135.63157894737
"2763","Pinus edulis","temperate","ECM",0,"gymnosperm",9.98452384641305,385.071428571429
"2764","Pinus elliottii","tropical","ECM",0,"gymnosperm",17.7616665204366,1237.6
"2765","Pinus flexilis","temperate","ECM",0,"gymnosperm",0.129166701498131,654
"2766","Pinus halepensis","temperate","ECM",0,"gymnosperm",13.8132575819212,618.545454545455
"2767","Pinus hartwegii","tropical","ECM",0,"gymnosperm",18.0395833104849,575.5
"2768","Pinus jeffreyi","temperate","ECM",0,"gymnosperm",9.59999983509382,302
"2769","Pinus kesiya","tropical","ECM",0,"gymnosperm",16.6874999950329,2579
"2770","Pinus koraiensis","temperate","ECM",0,"gymnosperm",2.44971594185512,634.954545454545
"2771","Pinus lambertiana","temperate","ECM",0,"gymnosperm",0.76666662376374,799
"2772","Pinus latteri","tropical","ECM",0,"gymnosperm",23.8208331664403,1670
"2773","Pinus massoniana","tropical","ECM",0,"gymnosperm",18.2988516910104,1476.03937007874
"2774","Pinus monophylla","temperate","ECM",0,"gymnosperm",8.68124985653493,531.833333333333
"2775","Pinus montezumae","tropical","ECM",0,"gymnosperm",17.2937499533097,797.5
"2776","Pinus monticola","temperate","ECM",0,"gymnosperm",7.16666668156783,735
"2777","Pinus muricata","temperate","ECM",0,"gymnosperm",13.1335648193404,1096.5
"2779","Pinus palustris","temperate","ECM",0,"gymnosperm",15.897656348728,1208.375
"2780","Pinus patula","tropical","ECM",0,"gymnosperm",18.4354166785876,881
"2781","Pinus pinaster","temperate","ECM",0,"gymnosperm",15.0984674258821,552.977011494253
"2782","Pinus pinea","temperate","ECM",0,"gymnosperm",11.3479166378578,710.5
"2783","Pinus ponderosa","temperate","ECM",0,"gymnosperm",8.95037870279542,501.018181818182
"2784","Pinus pumila","boreal","ECM",0,"gymnosperm",-9.4083331823349,399
"2785","Pinus pungens","temperate","ECM",0,"gymnosperm",9.91666667287548,984
"2786","Pinus radiata","temperate","ECM",0,"gymnosperm",11.0350000009934,846.04
"2787","Pinus resinosa","temperate","ECM",0,"gymnosperm",8.33500000130799,966.866666666667
"2788","Pinus rigida","temperate","ECM",0,"gymnosperm",11.7067709077771,1404.75
"2789","Pinus roxburghii","tropical","ECM",0,"gymnosperm",18.7699405181976,1769.42857142857
"2790","Pinus serotina","temperate","ECM",0,"gymnosperm",18.129166662693,1372
"2791","Pinus sibirica","temperate","ECM",0,"gymnosperm",-0.608333403865496,231
"2792","Pinus strobiformis","temperate","ECM",0,"gymnosperm",4.85416665673256,627
"2793","Pinus strobus","temperate","ECM",0,"gymnosperm",8.88040935689289,1088.45614035088
"2794","Pinus sylvestris","boreal","ECM",0,"gymnosperm",7.41287719174797,545.150862068965
"2795","Pinus tabuliformis","temperate","ECM",0,"gymnosperm",10.5523550907636,733.565217391304
"2796","Pinus taeda","temperate","ECM",0,"gymnosperm",16.0405448857719,1260.65384615385
"2798","Pinus teocote","tropical","ECM",0,"gymnosperm",14.395833303531,552
"2799","Pinus thunbergii","temperate","ECM",0,"gymnosperm",11.270833298564,731
"2801","Pinus virginiana","temperate","ECM",0,"gymnosperm",8.93749998075267,1026.5
"2802","Pinus yunnanensis","tropical","ECM",0,"gymnosperm",15.1624999741713,939
"2804","Piper aequale","tropical","AM",0,"angiosperm",24.1982143719991,2471.28571428571
"2805","Piper amalago","tropical","AM",0,"angiosperm",26.0666666428248,1865
"2810","Piper nigrum","tropical","AM",0,"angiosperm",25.870833158493,1629
"2811","Piptadenia gonoacantha","tropical","AM",1,"angiosperm",19.4791665871938,1389
"2812","Pipturus argenteus","tropical","AM",0,"angiosperm",21.6124999523163,1916
"2814","Piscidia piscipula","tropical","AM",1,"angiosperm",26.0041666030884,745
"2815","Pisonia aculeata","tropical","ECM",0,"angiosperm",23.5444444285499,1341
"2816","Pisonia subcordata","tropical","ECM",0,"angiosperm",25.3333333333333,1564
"2817","Pistacia chinensis","temperate","AM",0,"angiosperm",15.5416666508549,1049.66666666667
"2818","Pistacia lentiscus","temperate","AM",0,"angiosperm",16.4545833431805,533.8
"2819","Pistacia terebinthus","temperate","AM",0,"angiosperm",14.6891666973631,657.1
"2820","Pistacia weinmanniifolia","tropical","AM",0,"angiosperm",22.1708331902822,1289
"2821","Pithecellobium dulce","tropical","AM",1,"angiosperm",24.7011904148828,1159.85714285714
"2824","Pittosporum bicolor","temperate","AM",0,"angiosperm",10.7791665941477,1295
"2826","Pittosporum eugenioides","temperate","AM",0,"angiosperm",13.9041666686535,1295
"2827","Pittosporum glabratum","tropical","AM",0,"angiosperm",19.7791667779287,1544
"2828","Pittosporum illicioides","tropical","AM",0,"angiosperm",17.3145832642913,1491.5
"2829","Pittosporum tobira","temperate","AM",0,"angiosperm",15.8208333320088,1075.66666666667
"2831","Plagianthus regius","temperate","AM",0,"angiosperm",13.9041666686535,1295
"2834","Planchonia careya","tropical","AM",0,"angiosperm",27.3527779049344,1580.75
"2835","Platanus occidentalis","temperate","AM",0,"angiosperm",16.0996795506097,1213.73076923077
"2837","Platonia insignis","tropical","AM",0,"angiosperm",25.6833333306842,2821.33333333333
"2838","Platycladus orientalis","temperate","AM",0,"gymnosperm",10.5511904799099,612.190476190476
"2839","Platypodium elegans","tropical","AM",1,"angiosperm",20.2291667461395,1342
"2840","Plectroniella armata","tropical","AM",0,"angiosperm",21.266666735212,805.833333333333
"2843","Podocarpus chinensis","tropical","AM",0,"gymnosperm",16.9041667977969,1817
"2844","Podocarpus cunninghamii","temperate","AM",0,"gymnosperm",12.2375000119209,2315
"2847","Podocarpus neriifolius","tropical","AM",0,"gymnosperm",23.2812498410543,1954.5
"2848","Podocarpus nubigenus","temperate","AM",0,"gymnosperm",10.1125000185954,2262.5
"2849","Podocarpus oleifolius","tropical","AM",0,"gymnosperm",12.8499999344349,353
"2850","Podocarpus salignus","temperate","AM",0,"gymnosperm",9.86250003348246,1288.09090909091
"2852","Polyalthia cerasoides","tropical","AM",0,"angiosperm",23.0458332220713,1455
"2853","Polyalthia laui","tropical","AM",0,"angiosperm",20.2833333015442,1567
"2854","Polyalthia lauii","tropical","AM",0,"angiosperm",23.8208331664403,1670
"2855","Polyalthia longifolia","tropical","AM",0,"angiosperm",26.3458332353168,1044
"2856","Polyalthia pendulosa","tropical","AM",0,"angiosperm",26.3458332353168,1044
"2857","Polyalthia simiarum","tropical","AM",0,"angiosperm",21.6624999841054,1698
"2858","Polygala rupestris","temperate","AM",0,"angiosperm",13.5749999682109,700
"2859","Polyscias elegans","tropical","AM",0,"angiosperm",20.8833333452543,2459.5
"2860","Polyscias sambucifolia","temperate","AM",0,"angiosperm",17.3249999880791,991
"2861","Polyspora axillaris","tropical","AM",0,"angiosperm",20.2833333015442,1567
"2862","Pomaderris apetala","temperate","ECM",0,"angiosperm",10.7791665941477,1295
"2863","Pomaderris ferruginea","temperate","ECM",0,"angiosperm",17.8791666030884,1244
"2865","Populus adenopoda","tropical","ECM",0,"angiosperm",14.1458334236716,1121
"2866","Populus alba","temperate","ECM",0,"angiosperm",14.2151785392225,198.071428571429
"2868","Populus canadensis","boreal","ECM",0,"angiosperm",10.5856481078081,769.055555555556
"2869","Populus cathayana","tropical","ECM",0,"angiosperm",14.6773149217306,1172.44444444444
"2870","Populus ciliata","tropical","ECM",0,"angiosperm",16.304166773955,1874
"2871","Populus davidiana","temperate","ECM",0,"angiosperm",4.29833334623526,560.24
"2872","Populus deltoides","temperate","ECM",0,"angiosperm",16.1633333921715,1158.32727272727
"2874","Populus euphratica","temperate","ECM",0,"angiosperm",11.8793333267669,59.52
"2876","Populus fremontii","temperate","ECM",0,"angiosperm",13.0375000238419,250
"2879","Populus hopeiensis","temperate","ECM",0,"angiosperm",9.18333331247171,633
"2880","Populus koreana","temperate","ECM",0,"angiosperm",1.85972225086557,643.666666666667
"2881","Populus maximowiczii","temperate","ECM",0,"angiosperm",7.09166668355465,831
"2882","Populus nigra","boreal","ECM",0,"angiosperm",9.32002026727045,538.609756097561
"2883","Populus pruinosa","temperate","ECM",0,"angiosperm",12.0645833704621,60
"2885","Populus simonii","temperate","ECM",0,"angiosperm",8.38385416683741,469.6875
"2886","Populus tremula","boreal","ECM",0,"angiosperm",4.21023805866994,535.257142857143
"2887","Populus tremuloides","temperate","ECM",0,"angiosperm",2.22103038595712,620.75
"2888","Populus trichocarpa","boreal","ECM",0,"angiosperm",9.45705119424906,641.846153846154
"2889","Populus ussuriensis","temperate","ECM",0,"angiosperm",0.745833327372869,628
"2890","Poraqueiba guianensis","tropical","AM",0,"angiosperm",25.8102778964572,2787.13333333333
"2891","Portulacaria afra","temperate","AM",0,"angiosperm",18.3854166865349,433
"2892","Posoqueria coriacea","tropical","AM",0,"angiosperm",19.9916667143504,2383
"2893","Posoqueria latifolia","tropical","AM",0,"angiosperm",25.6453125576178,2769.5
"2894","Posoqueria longiflora","tropical","AM",0,"angiosperm",25.3083333969116,3115
"2895","Potalia resinifera","tropical","AM",0,"angiosperm",25.3083333969116,3115
"2897","Poulsenia armata","tropical","AM",0,"angiosperm",26.0567708412806,2508.25
"2898","Pouteria ambelaniifolia","tropical","AM",0,"angiosperm",25.6222222646077,2911.33333333333
"2900","Pouteria anchalisa","tropical","AM",0,"angiosperm",25.3083333969116,3115
"2901","Pouteria angostaloopy","tropical","AM",0,"angiosperm",25.3083333969116,3115
"2902","Pouteria anomala","tropical","AM",0,"angiosperm",26.3333332538605,2386
"2903","Pouteria baehniana","tropical","AM",0,"angiosperm",25.3083333969116,3115
"2904","Pouteria bangii","tropical","AM",0,"angiosperm",25.6392857120151,2806.42857142857
"2905","Pouteria benai","tropical","AM",0,"angiosperm",25.4916667938232,3106
"2906","Pouteria bilocularis","tropical","AM",0,"angiosperm",25.4869792461395,2996.25
"2907","Pouteria caimito","tropical","AM",0,"angiosperm",25.504166730245,2707.6
"2908","Pouteria campechiana","tropical","AM",0,"angiosperm",23.2562500238419,2583
"2910","Pouteria cladantha","tropical","AM",0,"angiosperm",25.3975001335144,2853.2
"2911","Pouteria cuspidata","tropical","AM",0,"angiosperm",25.737500050129,2789.69230769231
"2912","Pouteria doradagrande","tropical","AM",0,"angiosperm",25.3083333969116,3115
"2913","Pouteria durlandii","tropical","AM",0,"angiosperm",25.5296296631848,2952.33333333333
"2914","Pouteria egregia","tropical","AM",0,"angiosperm",26.1625001033147,2569.5
"2915","Pouteria engleri","tropical","AM",0,"angiosperm",25.1744048027765,3255.85714285714
"2916","Pouteria eugeniifolia","tropical","AM",0,"angiosperm",25.6291668061857,2965.55555555556
"2917","Pouteria filipes","tropical","AM",0,"angiosperm",25.7011905851818,3119.14285714286
"2918","Pouteria fimbriata","tropical","AM",0,"angiosperm",25.5111111005147,3064.66666666667
"2920","Pouteria glomerata","tropical","AM",0,"angiosperm",25.6236111587948,2881.66666666667
"2921","Pouteria gongrijpii","tropical","AM",0,"angiosperm",25.5596296928547,2976.95555555556
"2922","Pouteria gracilis","tropical","AM",0,"angiosperm",25.3083333969116,3115
"2923","Pouteria grandis","tropical","AM",0,"angiosperm",25.6821970722892,3272
"2924","Pouteria granopaca","tropical","AM",0,"angiosperm",25.3083333969116,3115
"2925","Pouteria guianensis","tropical","AM",0,"angiosperm",25.6881945033868,3000.5
"2926","Pouteria hispida","tropical","AM",0,"angiosperm",25.9663194351726,2890.58333333333
"2927","Pouteria jariensis","tropical","AM",0,"angiosperm",25.7222222884496,3069.5
"2929","Pouteria krukovii","tropical","AM",0,"angiosperm",25.3083333969116,3115
"2930","Pouteria laevigata","tropical","AM",0,"angiosperm",25.6708334287008,3327
"2931","Pouteria largamembra","tropical","AM",0,"angiosperm",25.3083333969116,3115
"2932","Pouteria lecythidicarpa","tropical","AM",0,"angiosperm",25.2770833810171,3000.5
"2933","Pouteria lucumifolia","tropical","AM",0,"angiosperm",26.3249999682109,2588
"2934","Pouteria macrocarpa","tropical","AM",0,"angiosperm",25.6708334287008,3327
"2935","Pouteria macrophylla","tropical","AM",0,"angiosperm",25.6986111270057,1973.53333333333
"2936","Pouteria melanopoda","tropical","AM",0,"angiosperm",25.6375000874201,2981.5
"2937","Pouteria multiflora","tropical","AM",0,"angiosperm",25.3083333969116,3115
"2938","Pouteria nemorosa","tropical","AM",0,"angiosperm",25.6208333969116,1142
"2939","Pouteria nudipetala","tropical","AM",0,"angiosperm",25.3083333969116,3115
"2940","Pouteria oblanceolata","tropical","AM",0,"angiosperm",26.1249999205271,2660
"2941","Pouteria peciolote","tropical","AM",0,"angiosperm",25.3083333969116,3115
"2942","Pouteria petiolata","tropical","AM",0,"angiosperm",25.7541666030884,3136
"2943","Pouteria platyphylla","tropical","AM",0,"angiosperm",25.6472222540114,2938
"2944","Pouteria procera","tropical","AM",0,"angiosperm",25.3083333969116,3115
"2945","Pouteria putamen-ovi","tropical","AM",0,"angiosperm",26.2291669845581,2518
"2946","Pouteria ramiflora","tropical","AM",0,"angiosperm",22.6291668017705,1428
"2947","Pouteria redondita","tropical","AM",0,"angiosperm",25.3083333969116,3115
"2948","Pouteria reticulata","tropical","AM",0,"angiosperm",24.7799999952316,2493.9
"2950","Pouteria rodriguesiana","tropical","AM",0,"angiosperm",25.8997223960029,2990.66666666667
"2951","Pouteria rostrata","tropical","AM",0,"angiosperm",25.3083333969116,3115
"2952","Pouteria sagotiana","tropical","AM",0,"angiosperm",19.2749998569489,1806
"2953","Pouteria sandwicensis","tropical","AM",0,"angiosperm",3.7833333419015,726
"2954","Pouteria singularis","tropical","AM",0,"angiosperm",25.5724207181779,3237.7619047619
"2955","Pouteria smedobov","tropical","AM",0,"angiosperm",25.3083333969116,3115
"2956","Pouteria subrotata","tropical","AM",0,"angiosperm",25.0141667079926,2970.64
"2957","Pouteria torta","tropical","AM",0,"angiosperm",25.3506536522722,3133.25490196078
"2958","Pouteria tortachica","tropical","AM",0,"angiosperm",25.3083333969116,3115
"2959","Pouteria tortachicorden","tropical","AM",0,"angiosperm",25.3083333969116,3115
"2960","Pouteria trilocularis","tropical","AM",0,"angiosperm",25.3083333969116,3115
"2961","Pouteria triplarifolia","tropical","AM",0,"angiosperm",25.9305555423101,3500.5
"2962","Pouteria venosa","tropical","AM",0,"angiosperm",25.6319444444444,2082.66666666667
"2963","Pouteria vernicosa","tropical","AM",0,"angiosperm",25.3083333969116,3115
"2964","Pradosia atroviolacea","tropical","AM",0,"angiosperm",25.3083333969116,3115
"2965","Pradosia cochlearia","tropical","AM",0,"angiosperm",25.7032051269825,2754.46153846154
"2966","Pradosia ptychandra","tropical","AM",0,"angiosperm",25.7885965506236,2873.47368421053
"2968","Premna fordii","tropical","AM",0,"angiosperm",17.2625000377496,1637
"2971","Prestoea acuminata","tropical","AM",0,"angiosperm",20.7850693927871,2155.08333333333
"2972","Prestoea schultzeana","tropical","AM",0,"angiosperm",25.3083333969116,3115
"2973","Prionostemma aspera","tropical","AM",0,"angiosperm",25.4430554972755,1990.33333333333
"2976","Prosopis velutina","temperate","AM",1,"angiosperm",18.319551298156,460.769230769231
"2977","Protium altsonii","tropical","AM",0,"angiosperm",25.6708334287008,3327
"2978","Protium amazonicum","tropical","AM",0,"angiosperm",25.3083333969116,3115
"2979","Protium apiculatum","tropical","AM",0,"angiosperm",25.9464743785369,2052.49230769231
"2980","Protium aracouchini","tropical","AM",0,"angiosperm",25.6500000158946,2872
"2981","Protium brillanodu","tropical","AM",0,"angiosperm",25.3083333969116,3115
"2982","Protium carnosum","tropical","AM",0,"angiosperm",25.5041666030884,2251
"2983","Protium costaricense","tropical","AM",0,"angiosperm",24.8916666905085,2503
"2984","Protium cuneatum","tropical","AM",0,"angiosperm",25.7208333333333,3212.4
"2985","Protium decandrum","tropical","AM",0,"angiosperm",25.7489584618145,2902.58333333333
"2986","Protium demerarense","tropical","AM",0,"angiosperm",25.6836539170681,3297.61538461538
"2987","Protium divaricatum","tropical","AM",0,"angiosperm",25.6708334287008,3327
"2988","Protium gallicum","tropical","AM",0,"angiosperm",26.0643818686085,2702.06451612903
